,name,wikipedia_name,lat,lon,page,wiktor_key,toponym,old_coord,new_coord,mlg_key,geocoded_coordinates_list,median_error_distance
17,Lima,"Lima, New York",42.8937,-77.61,http://en.wikipedia.org/wiki/Lima%2C_New_York,"Lima, New York 42.8937,-77.61","Lima, New York "," 42.8937 , -77.61 "," 42.90479 , -77.61139","Lima, New York 42.8937,-77.61","[(42.90479, -77.61139), (42.90479, -77.61139), (42.90479, -77.61139), (42.90479, -77.61139), (42.90479, -77.61139), (42.90479, -77.61139), (42.90479, -77.61139)]",0.0
18,Santa Barbara,"Santa Barbara, California",34.4258,-119.7142,http://en.wikipedia.org/wiki/Santa_Barbara%2C_California,"Santa Barbara, California 34.4258,-119.7142","Santa Barbara, California "," 34.4258 , -119.7142 "," 34.425833333333 , -119.71416666667","Santa Barbara, California 34.4258,-119.7142","[(34.53834, -120.03078), (34.53834, -120.03078), (34.53834, -120.03078)]",31.60191231303543
19,Santa Barbara,"Santa Barbara, Iloilo",10.8231,122.5344,http://en.wikipedia.org/wiki/Santa_Barbara%2C_Iloilo,"Santa Barbara, Iloilo 10.8231,122.5344","Santa Barbara, Iloilo "," 10.8231 , 122.5344 "," 10.82306 , 122.53444","Santa Barbara, Iloilo 10.8231,122.5344","[(10.82306, 122.53444), (10.82306, 122.53444), (10.82306, 122.53444), (10.82306, 122.53444)]",0.0
20,Medina,Medina,24.4687,39.6109,http://en.wikipedia.org/wiki/Medina,"Medina 24.4687,39.6109",Medina ," 24.4687 , 39.6109 "," 24.466666666667 , 39.6","Medina 24.4687,39.6109","[(24.9, 39.5), (24.9, 39.5), (24.9, 39.5), (24.9, 39.5)]",49.232405606892385
21,Medina,"Medina, Washington",47.6267,-122.2328,http://en.wikipedia.org/wiki/Medina%2C_Washington,"Medina, Washington 47.6267,-122.2328","Medina, Washington "," 47.6267 , -122.2328 "," 47.62639 , -122.23278","Medina, Washington 47.6267,-122.2328","[(47.62093, -122.22762), (47.62093, -122.22762), (47.62093, -122.22762), (47.62093, -122.22762), (47.62093, -122.22762), (47.62093, -122.22762)]",0.71982717209738
22,Medina,"Medina, Ohio",41.1358,-81.8642,http://en.wikipedia.org/wiki/Medina%2C_Ohio,"Medina, Ohio 41.1358,-81.8642","Medina, Ohio "," 41.1358 , -81.8642 "," 41.13583 , -81.86389","Medina, Ohio 41.1358,-81.8642","[(41.11759, -81.89971), (41.11759, -81.89971), (41.11759, -81.89971), (41.11759, -81.89971), (41.11759, -81.89971), (41.11759, -81.89971)]",3.6214577446009866
23,Medina,"Medina, Minas Gerais",-16.2228,-41.4769,http://en.wikipedia.org/wiki/Medina%2C_Minas_Gerais,"Medina, Minas Gerais -16.2228,-41.4769","Medina, Minas Gerais "," -16.2228 , -41.4769 "," -16.222777777778 , -41.476944444444","Medina, Minas Gerais -16.2228,-41.4769","[(24.9, 39.5), (24.9, 39.5), (24.9, 39.5)]",9886.734880759428
24,Medina,"Medina, Outagamie County, Wisconsin",44.2728,-88.6378,http://en.wikipedia.org/wiki/Medina%2C_Outagamie_County%2C_Wisconsin,"Medina, Outagamie County, Wisconsin 44.2728,-88.6378","Medina, Outagamie County, Wisconsin "," 44.2728 , -88.6378 "," 44.2728 , -88.6378","Medina, Outagamie County, Wisconsin 44.2728,-88.6378","[(44.27276, -88.63789), (44.27276, -88.63789), (44.27276, -88.63789), (44.27276, -88.63789), (44.27276, -88.63789), (44.27276, -88.63789), (44.27276, -88.63789), (44.27276, -88.63789)]",0.008433835399917529
25,Bala,"Bala, Gwynedd",52.911,-3.596,http://en.wikipedia.org/wiki/Bala%2C_Gwynedd,"Bala, Gwynedd 52.911,-3.596","Bala, Gwynedd "," 52.911 , -3.596 "," 52.911 , -3.596","Bala, Gwynedd 52.911,-3.596",[],
26,Bala,"Bala, Ontario",45.0167,-79.6167,http://en.wikipedia.org/wiki/Bala%2C_Ontario,"Bala, Ontario 45.0167,-79.6167","Bala, Ontario "," 45.0167 , -79.6167 "," 45.0175 , -79.617222222222","Bala, Ontario 45.0167,-79.6167","[(45.0168, -79.61634)]",0.10424650624804158
27,San Antonio,"San Antonio, Florida",28.3367,-82.275,http://en.wikipedia.org/wiki/San_Antonio%2C_Florida,"San Antonio, Florida 28.3367,-82.275","San Antonio, Florida "," 28.3367 , -82.275 "," 28.336666666667 , -82.275","San Antonio, Florida 28.3367,-82.275","[(29.42412, -98.49363), (29.42412, -98.49363), (29.42412, -98.49363), (29.42412, -98.49363), (29.42412, -98.49363)]",1582.482795366427
28,San Antonio,"San Antonio, Zambales",14.9486,120.0864,http://en.wikipedia.org/wiki/San_Antonio%2C_Zambales,"San Antonio, Zambales 14.9486,120.0864","San Antonio, Zambales "," 14.9486 , 120.0864 "," 14.95 , 120.08333333333","San Antonio, Zambales 14.9486,120.0864","[(16.03333, 119.86667), (16.03333, 119.86667), (16.03333, 119.86667), (16.03333, 119.86667)]",122.67777736235581
29,San Antonio,"San Antonio, Quezon",13.9,121.3,http://en.wikipedia.org/wiki/San_Antonio%2C_Quezon,"San Antonio, Quezon 13.9,121.3","San Antonio, Quezon "," 13.9 , 121.3 "," 13.9 , 121.3","San Antonio, Quezon 13.9,121.3","[(14.94659, 120.08673), (14.94659, 120.08673)]",174.96881914175702
30,San Antonio,"San Antonio, Nueva Ecija",15.3072,120.8572,http://en.wikipedia.org/wiki/San_Antonio%2C_Nueva_Ecija,"San Antonio, Nueva Ecija 15.3072,120.8572","San Antonio, Nueva Ecija "," 15.3072 , 120.8572 "," 15.383333333333 , 120.8","San Antonio, Nueva Ecija 15.3072,120.8572","[(16.03333, 119.86667), (16.03333, 119.86667)]",123.30808905638627
31,San Antonio,"San Antonio, Northern Samar",12.4347,124.2667,http://en.wikipedia.org/wiki/San_Antonio%2C_Northern_Samar,"San Antonio, Northern Samar 12.4347,124.2667","San Antonio, Northern Samar "," 12.4347 , 124.2667 "," 12.416666666667 , 124.26666666667","San Antonio, Northern Samar 12.4347,124.2667","[(13.3579, 123.4949)]",133.98431192005242
32,San Antonio,"San Antonio, Oakland, California",37.8009,-122.2408,http://en.wikipedia.org/wiki/San_Antonio%2C_Oakland%2C_California,"San Antonio, Oakland, California 37.8009,-122.2408","San Antonio, Oakland, California "," 37.8009 , -122.2408 "," 37.8009 , -122.241","San Antonio, Oakland, California 37.8009,-122.2408","[(37.78021, -122.21747), (37.78021, -122.21747), (37.78021, -122.21747), (37.78021, -122.21747)]",3.0932223305076456
33,San Pedro,"San Pedro, Laguna",14.3647,121.0556,http://en.wikipedia.org/wiki/San_Pedro%2C_Laguna,"San Pedro, Laguna 14.3647,121.0556","San Pedro, Laguna "," 14.3647 , 121.0556 "," 14.358333333333 , 121.05833333333","San Pedro, Laguna 14.3647,121.0556","[(15.83702, 120.56521), (15.83702, 120.56521), (15.83702, 120.56521), (15.83702, 120.56521)]",172.73476173670042
34,San Pedro,"San Pedro, Los Angeles",33.7343,-118.2876,http://en.wikipedia.org/wiki/San_Pedro%2C_Los_Angeles,"San Pedro, Los Angeles 33.7343,-118.2876","San Pedro, Los Angeles "," 33.7343 , -118.2876 "," 33.74 , -118.29","San Pedro, Los Angeles 33.7343,-118.2876","[(33.73585, -118.29229), (33.73585, -118.29229), (33.73585, -118.29229), (33.73585, -118.29229)]",0.5077244240992647
35,San Pedro,"San Pedro, Buenos Aires",-33.6791,-59.6666,http://en.wikipedia.org/wiki/San_Pedro%2C_Buenos_Aires,"San Pedro, Buenos Aires -33.6791,-59.6666","San Pedro, Buenos Aires "," -33.6791 , -59.6666 "," -33.679444444444 , -59.666944444444","San Pedro, Buenos Aires -33.6791,-59.6666","[(-31.42917, -60.61564), (-31.42917, -60.61564), (-31.42917, -60.61564), (-31.42917, -60.61564)]",265.5437641852339
36,Santa Rosa,"Santa Rosa, California",38.4486,-122.7047,http://en.wikipedia.org/wiki/Santa_Rosa%2C_California,"Santa Rosa, California 38.4486,-122.7047","Santa Rosa, California "," 38.4486 , -122.7047 "," 38.448611111111 , -122.70472222222","Santa Rosa, California 38.4486,-122.7047","[(38.44047, -122.71443), (38.44047, -122.71443), (38.44047, -122.71443), (38.44047, -122.71443), (38.44047, -122.71443)]",1.2386494864787188
37,Santa Rosa,"Santa Rosa, Laguna",14.2963,121.1055,http://en.wikipedia.org/wiki/Santa_Rosa%2C_Laguna,"Santa Rosa, Laguna 14.2963,121.1055","Santa Rosa, Laguna "," 14.2963 , 121.1055 "," 14.316666666667 , 121.11666666667","Santa Rosa, Laguna 14.2963,121.1055","[(14.27297, 121.09314), (14.27297, 121.09314), (14.27297, 121.09314)]",5.480415489296394
38,Santa Rosa,"Santa Rosa, New Mexico",34.9422,-104.6839,http://en.wikipedia.org/wiki/Santa_Rosa%2C_New_Mexico,"Santa Rosa, New Mexico 34.9422,-104.6839","Santa Rosa, New Mexico "," 34.9422 , -104.6839 "," 34.9422 , -104.684","Santa Rosa, New Mexico 34.9422,-104.6839","[(34.93867, -104.68249), (34.93867, -104.68249), (34.93867, -104.68249)]",0.4159513166908407
39,Santa Rosa,"Santa Rosa, Nueva Ecija",15.4239,120.9389,http://en.wikipedia.org/wiki/Santa_Rosa%2C_Nueva_Ecija,"Santa Rosa, Nueva Ecija 15.4239,120.9389","Santa Rosa, Nueva Ecija "," 15.4239 , 120.9389 "," 15.423888888889 , 120.93888888889","Santa Rosa, Nueva Ecija 15.4239,120.9389","[(14.27297, 121.09314), (14.27297, 121.09314), (14.27297, 121.09314)]",129.04591934243282
40,Santa Teresa,"Santa Teresa, Rio de Janeiro",-22.9177,-43.1881,http://en.wikipedia.org/wiki/Santa_Teresa%2C_Rio_de_Janeiro,"Santa Teresa, Rio de Janeiro -22.9177,-43.1881","Santa Teresa, Rio de Janeiro "," -22.9177 , -43.1881 "," -22.917528 , -43.188243","Santa Teresa, Rio de Janeiro -22.9177,-43.1881","[(-28.78333, -53.41667), (-25.01667, -53.56667), (-25.01667, -53.56667)]",1079.727204891012
41,Santa Rita,"Santa Rita, Pampanga",14.9953,120.6153,http://en.wikipedia.org/wiki/Santa_Rita%2C_Pampanga,"Santa Rita, Pampanga 14.9953,120.6153","Santa Rita, Pampanga "," 14.9953 , 120.6153 "," 14.995278 , 120.615278","Santa Rita, Pampanga 14.9953,120.6153","[(16.75, 120.38083)]",196.7210000668444
42,Santa Rita,"Santa Rita, Samar",11.4497,124.9428,http://en.wikipedia.org/wiki/Santa_Rita%2C_Samar,"Santa Rita, Samar 11.4497,124.9428","Santa Rita, Samar "," 11.4497 , 124.9428 "," 11.466666666667 , 124.95","Santa Rita, Samar 11.4497,124.9428","[(11.45, 125.01667)]",7.498254712081757
43,Santa Rita,"Santa Rita, Guam",13.4284,144.6474,http://en.wikipedia.org/wiki/Santa_Rita%2C_Guam,"Santa Rita, Guam 13.4284,144.6474","Santa Rita, Guam "," 13.4284 , 144.6474 "," 13.386111111111 , 144.66888888889","Santa Rita, Guam 13.4284,144.6474","[(13.38608, 144.67226), (13.38608, 144.67226)]",0.36468347266929674
44,Santa Rita,"Santa Rita, New Mexico",32.8036,-108.0608,http://en.wikipedia.org/wiki/Santa_Rita%2C_New_Mexico,"Santa Rita, New Mexico 32.8036,-108.0608","Santa Rita, New Mexico "," 32.8036 , -108.0608 "," 32.8036 , -108.061","Santa Rita, New Mexico 32.8036,-108.0608","[(34.38062, -107.22976), (34.38062, -107.22976), (34.38062, -107.22976)]",191.51285626913457
45,Florida,Florida,28.0009,-81.4993,http://en.wikipedia.org/wiki/Florida,"Florida 28.0009,-81.4993",Florida ," 28.0009 , -81.4993 "," 28.133333333333 , -81.631666666667","Florida 28.0009,-81.4993","[(28.75054, -82.5001), (28.75054, -82.5001), (28.75054, -82.5001), (28.75054, -82.5001)]",109.17730433346416
46,Florida,"Florida, Massachusetts",42.6667,-73.0117,http://en.wikipedia.org/wiki/Florida%2C_Massachusetts,"Florida, Massachusetts 42.6667,-73.0117","Florida, Massachusetts "," 42.6667 , -73.0117 "," 42.66675 , -73.01121","Florida, Massachusetts 42.6667,-73.0117","[(42.66675, -73.01121), (42.66675, -73.01121), (42.66675, -73.01121), (42.66675, -73.01121)]",0.0
47,San Francisco,"San Francisco, Córdoba",-31.428,-62.0827,http://en.wikipedia.org/wiki/San_Francisco%2C_C%C3%B3rdoba,"San Francisco, Córdoba -31.428,-62.0827","San Francisco, Córdoba "," -31.428 , -62.0827 "," -31.435555555556 , -62.071388888889","San Francisco, Córdoba -31.428,-62.0827","[(-30.26667, -65.1), (37.77493, -122.41942)]",5117.102288136996
48,San Francisco,"San Francisco, Cebu",10.646,124.382,http://en.wikipedia.org/wiki/San_Francisco%2C_Cebu,"San Francisco, Cebu 10.646,124.382","San Francisco, Cebu "," 10.646 , 124.382 "," 10.65 , 124.35","San Francisco, Cebu 10.646,124.382","[(13.0367, 123.7832), (13.0367, 123.7832), (13.0367, 123.7832), (13.0367, 123.7832)]",272.4623650005005
49,San Francisco,"San Francisco, Agusan del Sur",8.3963,125.9486,http://en.wikipedia.org/wiki/San_Francisco%2C_Agusan_del_Sur,"San Francisco, Agusan del Sur 8.3963,125.9486","San Francisco, Agusan del Sur "," 8.3963 , 125.9486 "," 8.505 , 125.9771","San Francisco, Agusan del Sur 8.3963,125.9486","[(10.06, 125.16056), (10.06, 125.16056), (10.06, 125.16056), (10.06, 125.16056), (10.06, 125.16056), (10.06, 125.16056)]",194.7461104169304
50,Aurora,"Aurora, Illinois",41.7606,-88.3202,http://en.wikipedia.org/wiki/Aurora%2C_Illinois,"Aurora, Illinois 41.7606,-88.3202","Aurora, Illinois "," 41.7606 , -88.3202 "," 41.76 , -88.298611111111","Aurora, Illinois 41.7606,-88.3202","[(41.76058, -88.32007), (41.76058, -88.32007)]",1.7810672798615028
51,Aurora,"Aurora, Colorado",39.6958,-104.8081,http://en.wikipedia.org/wiki/Aurora%2C_Colorado,"Aurora, Colorado 39.6958,-104.8081","Aurora, Colorado "," 39.6958 , -104.8081 "," 39.710833333333 , -104.8125","Aurora, Colorado 39.6958,-104.8081","[(39.72943, -104.83192), (39.72943, -104.83192), (39.72943, -104.83192)]",2.6523263349008137
52,Aurora,"Aurora, Indiana",39.0583,84.9061,http://en.wikipedia.org/wiki/Aurora%2C_Indiana,"Aurora, Indiana 39.0583,84.9061","Aurora, Indiana "," 39.0583 , 84.9061 "," 39.0586 , -84.9036","Aurora, Indiana 39.0583,84.9061","[(41.76058, -88.32007), (41.76058, -88.32007), (41.76058, -88.32007)]",416.991414311032
53,Aurora,"Aurora, Ontario",43.9997,-79.4676,http://en.wikipedia.org/wiki/Aurora%2C_Ontario,"Aurora, Ontario 43.9997,-79.4676","Aurora, Ontario "," 43.9997 , -79.4676 "," 44.0 , -79.466666666667","Aurora, Ontario 43.9997,-79.4676","[(39.72943, -104.83192), (39.72943, -104.83192), (39.72943, -104.83192), (39.72943, -104.83192), (39.72943, -104.83192)]",2144.345447963528
54,Aurora,"Aurora, Ohio",41.3193,-81.3559,http://en.wikipedia.org/wiki/Aurora%2C_Ohio,"Aurora, Ohio 41.3193,-81.3559","Aurora, Ohio "," 41.3193 , -81.3559 "," 41.3192 , -81.3558","Aurora, Ohio 41.3193,-81.3559","[(41.31755, -81.34539)]",0.8885228288180322
55,Aurora,"Aurora, Cayuga County, New York",42.7467,-76.6994,http://en.wikipedia.org/wiki/Aurora%2C_Cayuga_County%2C_New_York,"Aurora, Cayuga County, New York 42.7467,-76.6994","Aurora, Cayuga County, New York "," 42.7467 , -76.6994 "," 42.74666667 , -76.69944444","Aurora, Cayuga County, New York 42.7467,-76.6994","[(44.00011, -79.46632), (44.00011, -79.46632)]",263.49199406769486
56,Aurora,"Aurora, Minnesota",47.5292,-92.2403,http://en.wikipedia.org/wiki/Aurora%2C_Minnesota,"Aurora, Minnesota 47.5292,-92.2403","Aurora, Minnesota "," 47.5292 , -92.2403 "," 47.52916667 , -92.24027778","Aurora, Minnesota 47.5292,-92.2403","[(39.72943, -104.83192), (39.72943, -104.83192), (39.72943, -104.83192), (39.72943, -104.83192), (39.72943, -104.83192), (39.72943, -104.83192), (39.72943, -104.83192), (39.72943, -104.83192), (39.72943, -104.83192)]",1330.9280851773542
57,Aurora,"Aurora, Missouri",36.97,-93.7206,http://en.wikipedia.org/wiki/Aurora%2C_Missouri,"Aurora, Missouri 36.97,-93.7206","Aurora, Missouri "," 36.97 , -93.7206 "," 36.97 , -93.7206","Aurora, Missouri 36.97,-93.7206","[(39.72943, -104.83192), (39.72943, -104.83192), (39.72943, -104.83192), (39.72943, -104.83192), (39.72943, -104.83192)]",1015.5518878823615
58,Aurora,"Aurora, Nebraska",40.8667,-98.0036,http://en.wikipedia.org/wiki/Aurora%2C_Nebraska,"Aurora, Nebraska 40.8667,-98.0036","Aurora, Nebraska "," 40.8667 , -98.0036 "," 40.86723 , -98.00422","Aurora, Nebraska 40.8667,-98.0036","[(39.72943, -104.83192), (39.72943, -104.83192), (39.72943, -104.83192), (39.72943, -104.83192)]",592.528442912761
59,Aurora,"Aurora, Oregon",45.2303,-122.7553,http://en.wikipedia.org/wiki/Aurora%2C_Oregon,"Aurora, Oregon 45.2303,-122.7553","Aurora, Oregon "," 45.2303 , -122.7553 "," 45.230277777778 , -122.75527777778","Aurora, Oregon 45.2303,-122.7553","[(45.23095, -122.75593), (45.23095, -122.75593), (45.23095, -122.75593), (45.23095, -122.75593)]",0.09053133661853882
60,Aurora,"Aurora, Utah",38.9211,-111.9364,http://en.wikipedia.org/wiki/Aurora%2C_Utah,"Aurora, Utah 38.9211,-111.9364","Aurora, Utah "," 38.9211 , -111.9364 "," 38.921111111111 , -111.93638888889","Aurora, Utah 38.9211,-111.9364",[],
61,Aurora,"Aurora, South Dakota",44.2831,96.6858,http://en.wikipedia.org/wiki/Aurora%2C_South_Dakota,"Aurora, South Dakota 44.2831,96.6858","Aurora, South Dakota "," 44.2831 , 96.6858 "," 44.28413 , -96.68561","Aurora, South Dakota 44.2831,96.6858","[(39.72943, -104.83192), (39.72943, -104.83192), (39.72943, -104.83192), (39.72943, -104.83192), (39.72943, -104.83192), (39.72943, -104.83192)]",841.6601340995417
62,Aurora,"Aurora, Erie County, New York",42.7681,-78.6125,http://en.wikipedia.org/wiki/Aurora%2C_Erie_County%2C_New_York,"Aurora, Erie County, New York 42.7681,-78.6125","Aurora, Erie County, New York "," 42.7681 , -78.6125 "," 42.768055555556 , -78.6125","Aurora, Erie County, New York 42.7681,-78.6125","[(44.00011, -79.46632), (44.00011, -79.46632)]",153.39094277613802
63,Aurora,"Aurora, Victoria",-37.62,145.013,http://en.wikipedia.org/wiki/Aurora%2C_Victoria,"Aurora, Victoria -37.62,145.013","Aurora, Victoria "," -37.62 , 145.013 "," -37.62 , 145.013","Aurora, Victoria -37.62,145.013","[(-26.09257, 151.10068)]",1403.9491622117885
64,Aurora,"Aurora, Taylor County, Wisconsin",45.1775,-90.8542,http://en.wikipedia.org/wiki/Aurora%2C_Taylor_County%2C_Wisconsin,"Aurora, Taylor County, Wisconsin 45.1775,-90.8542","Aurora, Taylor County, Wisconsin "," 45.1775 , -90.8542 "," 45.1775 , -90.854166666667","Aurora, Taylor County, Wisconsin 45.1775,-90.8542","[(39.72943, -104.83192)]",1294.4564763132964
65,Santa Clara,"Santa Clara, Cuba",22.4067,-79.9667,http://en.wikipedia.org/wiki/Santa_Clara%2C_Cuba,"Santa Clara, Cuba 22.4067,-79.9667","Santa Clara, Cuba "," 22.4067 , -79.9667 "," 22.406666666667 , -79.953055555556","Santa Clara, Cuba 22.4067,-79.9667","[(22.65, -80.16667), (22.65, -80.16667)]",34.83507161048603
66,Santa Clara,"Santa Clara, California",37.3544,-121.9692,http://en.wikipedia.org/wiki/Santa_Clara%2C_California,"Santa Clara, California 37.3544,-121.9692","Santa Clara, California "," 37.3544 , -121.9692 "," 37.35 , -121.96666666667","Santa Clara, California 37.3544,-121.9692","[(37.23249, -121.69627), (37.23249, -121.69627), (37.23249, -121.69627)]",27.256284400066146
67,Santa Clara,"Santa Clara, Utah",37.1369,-113.6492,http://en.wikipedia.org/wiki/Santa_Clara%2C_Utah,"Santa Clara, Utah 37.1369,-113.6492","Santa Clara, Utah "," 37.1369 , -113.6492 "," 37.136944444444 , -113.64916666667","Santa Clara, Utah 37.1369,-113.6492","[(37.23249, -121.69627), (37.23249, -121.69627), (37.23249, -121.69627)]",712.7426024435192
68,Santa Clara,"Santa Clara, Chiriquí",8.8333,-82.7583,http://en.wikipedia.org/wiki/Santa_Clara%2C_Chiriqu%C3%AD,"Santa Clara, Chiriquí 8.8333,-82.7583","Santa Clara, Chiriquí "," 8.8333 , -82.7583 "," 8.83333333 , -82.75833333","Santa Clara, Chiriquí 8.8333,-82.7583","[(9.02875, -79.75443)]",330.6832136443753
